-0.021816717	0.006940605	-0.0042469525	0.069609664	0.011263867	0.03212906	0.030263582	0.07069782	0.046144187	0.05808534	-0.042552784	0.06570569	-0.044878643	0.057197765	-0.0054050055	-0.035534903
0.03403094	0.016268237	0.05664324	0.008439391	0.052940518	-0.05393517	-0.051300425	0.08576572	0.06142929	0.06765331	0.0041179666	0.03536503	0.026614044	0.06497019	0.021421023	-0.0022234085
0.053119782	0.02261283	0.07144515	0.09332068	0.043863226	-0.051134594	-0.03775607	0.016584354	0.012656386	0.044696458	-0.11323302	0.026690487	0.010987836	0.086631805	-0.01561125	0.03626425
0.013446869	-0.010216665	0.043754507	0.012331483	0.014481558	-0.06321063	-0.015545155	0.09744138	0.00047909678	0.017355017	-0.070401736	0.043963157	-0.036931384	0.12162212	-0.035228815	0.034568883
-0.0032241761	0.003413799	-0.0040880824	0.04460635	0.057473063	-0.025618246	0.07703797	0.011818239	-0.015620595	0.030127632	-0.044265732	0.042792667	-0.07490126	0.0541387	0.013443037	-0.0032674624
-0.0326528	0.0114881275	0.0046416866	-0.008443443	-0.020546103	-0.05797743	0.059390124	0.015381381	0.03172495	0.02956732	-0.0037781897	-0.002517086	0.0026865394	0.14969864	-0.040284716	0.026330598
0.049747348	-0.022174755	0.017173646	0.03557923	0.051122166	-0.12029783	0.06830257	0.071525745	0.024186894	0.123657	-0.055522893	0.077460356	-0.020815728	0.057876628	0.05483626	-0.067966044
0.019443838	-0.0075020744	0.026321016	-0.059452295	-0.016716221	-0.032165796	-0.015711198	0.070618376	0.054637376	0.034471318	-0.042406846	0.04431325	-0.0156061975	0.11514442	-0.038339864	0.0034766642
0.049872946	-0.02781423	0.024053086	0.034776013	0.01735085	-0.02623928	-0.022011487	0.10353097	0.04332102	-0.008115786	-0.01978497	0.009197045	0.002226153	0.104533136	0.02354923	-0.022422746
0.023399496	0.06797613	0.062365904	0.020632584	0.04957915	-0.06532421	0.011077703	0.062094003	0.023351895	0.06620553	-0.078758106	0.0060812067	-0.058454793	0.034266513	0.033928726	-0.11378862
-0.017382707	0.047145538	0.033234123	0.075943425	-0.0064174384	-0.042852458	0.043323647	0.0376254	0.031679288	0.05240566	0.041366328	0.01975594	-0.010182354	-0.04012318	0.025411027	-0.06261723
-0.0534356	-0.036457382	0.07063024	0.05798714	-0.06528252	-0.02384865	0.113551416	0.11306168	0.07562445	0.018411256	-0.076627664	0.068797395	-0.013523269	0.0076906118	-0.024144525	-0.022623805
-0.014040714	0.022115966	0.007963977	-0.06537964	0.07202115	-0.051465303	-0.061757956	-0.0048456136	-0.0131443385	-0.025863873	-0.0571509	0.111627206	-0.010103144	0.07955137	-0.005221641	0.003604257
0.07602279	-0.016795969	0.0202484	-0.059289582	0.10526979	0.02406923	0.05448941	0.05656789	0.039442535	0.026870074	-0.026572129	0.024982821	0.01513299	0.037721757	-0.028874641	0.03467374
0.072964616	0.07104254	0.0103634065	0.034579493	0.044241894	-0.08026269	-0.0075237714	0.07661918	-0.062017597	0.02568024	-0.019507967	0.057454355	0.012770276	0.034918275	-0.06931023	-0.010262082
-0.009786908	-0.06672455	0.04343393	0.096059926	0.04009629	-0.03697174	-0.008293836	0.08441023	0.024912275	0.005901453	-0.017949942	0.11198475	-0.058860768	0.022375276	0.06908945	0.05235074
-0.053439114	-0.006601458	0.020479556	-0.061071355	0.006242982	0.028779564	0.0025358691	0.046858735	0.007323651	0.047068175	-0.043736495	0.10354624	0.08136413	0.052998587	0.058054447	-0.017311404
-0.096502304	0.026815616	0.020489862	-0.07250563	-0.064898476	-0.054714873	0.06817129	0.1299585	0.04187136	0.0063809757	-0.06635849	0.10328558	0.00088998635	0.111859426	0.012230425	0.021630686
-0.052867316	-0.040251393	0.053641826	-0.065605186	-0.0513144	0.030716648	0.011355782	0.009088521	0.005552182	0.032332513	-0.026177475	-0.0020049459	-0.024199322	-0.012318613	0.046419475	-0.0020241519
0.036218245	0.044440735	0.07552653	-0.0071387333	0.013452151	-0.10935807	0.07301368	0.10363447	0.046208996	-0.035004593	-0.06397437	0.062279455	-0.0023015763	0.09692467	0.047170885	-0.002893596
0.062071774	0.033100773	0.014667755	-0.019696338	-0.045867853	0.08845222	-0.053169616	0.14834128	0.079574764	0.0081661865	0.010666037	-0.0040902854	-0.025560284	0.17847233	0.0057615573	0.009591473
0.09450585	-0.007141772	-0.10608501	-0.008120526	0.07544362	-0.021890122	-0.0048476625	0.071772695	0.064650305	-0.039143167	0.013610417	0.018006846	-0.11709077	0.12940685	-0.0353508	0.017530704
